age,income,loan_amount,loan_term_months,credit_score,num_open_accounts,num_derogatory_marks,delinquencies_2y,debt_to_income,employment_length_years,home_ownership,default
74,99800.0,16200.0,12,672.0,3,0,1,16.2,10,MORTGAGE,0
62,32700.0,19600.0,36,635.0,3,0,2,59.9,14,MORTGAGE,0
23,17800.0,15300.0,36,722.0,4,0,0,86.0,7,MORTGAGE,0
25,60400.0,8600.0,36,606.0,2,0,0,14.2,15,MORTGAGE,0
49,72900.0,4800.0,36,663.0,1,0,1,6.6,3,MORTGAGE,1
42,84300.0,13000.0,48,603.0,5,0,0,15.4,18,MORTGAGE,0
27,54900.0,30500.0,36,725.0,2,0,0,55.6,20,RENT,0
28,104900.0,22500.0,12,654.0,0,0,3,21.4,8,MORTGAGE,0
32,121500.0,39400.0,24,606.0,6,0,0,32.4,7,RENT,0
54,110300.0,7900.0,36,640.0,1,0,1,7.2,8,OTHER,0
51,26900.0,10400.0,24,623.0,2,0,1,38.7,11,OWN,0
58,62000.0,34600.0,36,615.0,6,0,0,55.8,10,MORTGAGE,0
63,63500.0,14300.0,48,752.0,5,0,1,22.5,6,OWN,0
27,54500.0,23900.0,36,805.0,2,0,1,43.9,27,RENT,1
41,80600.0,25800.0,24,526.0,6,0,0,32.0,12,OWN,0
51,101100.0,20500.0,36,614.0,1,0,1,20.3,29,MORTGAGE,0
18,80700.0,16900.0,24,658.0,6,0,0,20.9,24,OWN,1
38,79600.0,14500.0,48,706.0,2,0,0,18.2,24,RENT,0
56,56200.0,10800.0,36,730.0,2,0,0,19.2,19,RENT,0
53,94000.0,13000.0,36,656.0,2,1,1,13.8,5,OWN,0
38,41100.0,1000.0,48,612.0,1,0,1,2.4,2,OWN,0
32,54100.0,7300.0,60,795.0,0,1,2,13.5,2,OWN,0
70,69500.0,14300.0,36,492.0,4,0,0,20.6,1,MORTGAGE,0
52,57800.0,5400.0,60,603.0,2,1,0,9.3,10,OWN,0
65,30500.0,20200.0,36,685.0,1,0,0,66.2,7,OWN,1
27,54800.0,18300.0,36,626.0,4,0,1,33.4,3,RENT,0
36,45600.0,19300.0,48,697.0,2,0,0,42.3,26,MORTGAGE,0
55,65900.0,24100.0,48,660.0,1,0,1,36.6,4,MORTGAGE,0
53,79300.0,32400.0,36,593.0,3,0,0,40.9,9,RENT,0
35,75900.0,17100.0,24,596.0,3,0,0,22.5,25,RENT,0
31,96100.0,14800.0,36,665.0,2,0,0,15.4,4,RENT,0
66,27100.0,9500.0,36,626.0,6,0,0,35.1,14,MORTGAGE,0
61,31400.0,16400.0,48,758.0,4,1,0,52.2,27,MORTGAGE,0
19,15500.0,16000.0,48,668.0,3,0,0,103.2,2,MORTGAGE,0
31,71100.0,19600.0,48,688.0,4,0,0,27.6,21,OWN,0
21,43700.0,9500.0,36,664.0,2,0,1,21.7,26,MORTGAGE,1
30,64600.0,4000.0,48,624.0,3,0,0,6.2,25,RENT,0
26,45500.0,26900.0,36,776.0,3,2,0,59.1,5,MORTGAGE,0
19,65400.0,23500.0,12,772.0,4,0,1,35.9,11,OWN,0
66,76600.0,18700.0,24,627.0,3,0,0,24.4,18,MORTGAGE,0
38,73400.0,10900.0,48,627.0,0,1,0,14.9,8,RENT,0
57,8200.0,21300.0,36,559.0,2,0,0,259.8,29,MORTGAGE,0
44,45000.0,4900.0,36,672.0,4,0,0,10.9,13,MORTGAGE,0
28,30400.0,15500.0,36,643.0,4,0,1,51.0,27,MORTGAGE,0
48,91000.0,15500.0,48,787.0,1,0,0,17.0,24,MORTGAGE,0
68,8000.0,3300.0,36,674.0,2,0,0,41.2,12,RENT,0
33,77700.0,29500.0,60,703.0,2,0,0,38.0,17,MORTGAGE,0
64,26000.0,20200.0,60,692.0,3,1,0,77.7,6,MORTGAGE,0
43,115000.0,11100.0,60,474.0,3,0,1,9.7,24,RENT,0
33,40800.0,1000.0,36,657.0,3,0,1,2.5,14,MORTGAGE,0
29,38800.0,4100.0,36,612.0,3,0,0,10.6,29,RENT,0
48,41200.0,18400.0,24,618.0,5,0,0,44.7,7,MORTGAGE,0
46,68100.0,40900.0,36,589.0,3,0,0,60.1,21,RENT,0
28,70500.0,21000.0,60,757.0,3,0,0,29.8,7,MORTGAGE,0
65,72100.0,17800.0,36,688.0,4,0,0,24.7,0,MORTGAGE,0
32,65300.0,21400.0,60,722.0,4,0,0,32.8,10,OWN,0
59,31800.0,20900.0,24,729.0,2,0,1,65.7,9,MORTGAGE,0
46,20000.0,9200.0,24,704.0,1,1,1,46.0,11,OWN,1
34,78400.0,12100.0,48,714.0,4,0,1,15.4,8,RENT,0
27,19100.0,18700.0,36,774.0,1,0,1,97.9,19,OWN,0
73,62800.0,23400.0,48,655.0,5,1,0,37.3,4,MORTGAGE,0
24,37700.0,21400.0,36,701.0,2,0,0,56.8,12,MORTGAGE,0
41,87400.0,19800.0,60,706.0,6,0,1,22.7,12,RENT,1
49,33000.0,30500.0,36,771.0,6,0,0,92.4,2,RENT,0
29,57600.0,1300.0,36,755.0,6,0,0,2.3,17,RENT,0
72,39900.0,18200.0,36,745.0,5,0,1,45.6,9,OTHER,0
54,30000.0,14300.0,36,688.0,3,0,1,47.7,15,OWN,0
26,80400.0,12900.0,36,727.0,5,0,0,16.0,10,MORTGAGE,0
55,61500.0,13900.0,60,659.0,5,0,0,22.6,18,OTHER,0
65,20500.0,10500.0,48,706.0,1,1,0,51.2,17,OWN,0
20,42300.0,20100.0,48,664.0,4,1,0,47.5,3,MORTGAGE,0
32,63100.0,32000.0,36,582.0,4,0,0,50.7,6,RENT,0
35,37100.0,7100.0,24,696.0,1,0,0,19.1,7,MORTGAGE,0
48,83700.0,14300.0,36,688.0,4,0,0,17.1,7,MORTGAGE,0
58,12100.0,28000.0,12,847.0,3,0,0,231.4,27,MORTGAGE,0
58,72800.0,11200.0,60,705.0,4,0,0,15.4,25,MORTGAGE,0
74,59900.0,15800.0,48,546.0,1,0,0,26.4,25,OWN,0
70,73500.0,6800.0,48,690.0,4,0,0,9.3,0,MORTGAGE,0
62,54500.0,4800.0,12,513.0,4,0,0,8.8,25,MORTGAGE,0
23,34100.0,6200.0,48,677.0,1,1,1,18.2,22,MORTGAGE,0
23,66800.0,25000.0,48,709.0,3,0,0,37.4,2,MORTGAGE,0
45,8000.0,7800.0,36,754.0,1,1,0,97.5,17,RENT,0
56,39600.0,21500.0,48,623.0,1,0,0,54.3,20,MORTGAGE,0
27,41600.0,24300.0,60,664.0,1,0,0,58.4,26,MORTGAGE,0
52,76700.0,1900.0,60,799.0,0,0,0,2.5,25,MORTGAGE,0
50,88300.0,16600.0,60,615.0,3,1,0,18.8,29,OWN,0
63,68500.0,15600.0,48,690.0,4,0,0,22.8,26,MORTGAGE,0
56,90600.0,13000.0,36,695.0,0,0,0,14.3,1,MORTGAGE,1
20,48500.0,12000.0,48,671.0,3,0,0,24.7,26,MORTGAGE,0
45,74800.0,15500.0,60,755.0,4,1,0,20.7,21,RENT,1
58,69500.0,13700.0,36,635.0,5,0,0,19.7,17,RENT,0
29,99100.0,12900.0,48,773.0,1,0,0,13.0,14,RENT,0
56,86600.0,12000.0,36,599.0,6,0,0,13.9,29,OWN,0
48,64400.0,1000.0,60,636.0,4,0,0,1.6,18,OWN,0
21,45800.0,25500.0,48,626.0,4,0,0,55.7,13,OWN,0
29,36900.0,23100.0,24,644.0,2,0,0,62.6,6,MORTGAGE,0
32,97500.0,11200.0,24,597.0,1,0,0,11.5,23,MORTGAGE,0
31,55700.0,26200.0,36,737.0,3,0,0,47.0,22,OWN,0
34,11400.0,12000.0,36,677.0,3,0,0,105.3,14,OWN,0
63,74700.0,10200.0,36,570.0,6,0,0,13.7,29,OWN,0
26,39200.0,16700.0,12,736.0,5,0,1,42.6,18,MORTGAGE,0
36,85600.0,17000.0,60,681.0,0,0,0,19.9,1,MORTGAGE,0
42,73700.0,15900.0,60,787.0,4,0,1,21.6,18,RENT,0
62,59000.0,15100.0,12,712.0,2,2,0,25.6,7,OWN,0
30,74300.0,33300.0,36,761.0,1,0,1,44.8,16,RENT,0
65,61800.0,17800.0,60,564.0,3,0,1,28.8,17,MORTGAGE,0
51,71300.0,12000.0,60,558.0,2,0,0,16.8,1,MORTGAGE,0
45,75600.0,20700.0,48,713.0,3,0,0,27.4,11,MORTGAGE,0
52,49300.0,13700.0,48,619.0,3,0,0,27.8,13,OWN,0
56,24800.0,29300.0,24,699.0,2,1,0,118.1,23,RENT,0
57,109300.0,17700.0,12,581.0,6,0,0,16.2,14,MORTGAGE,0
43,51400.0,1000.0,36,697.0,4,0,0,1.9,18,MORTGAGE,0
69,64400.0,1000.0,48,647.0,2,1,0,1.6,0,MORTGAGE,0
38,48700.0,9200.0,48,518.0,2,0,1,18.9,25,OWN,0
30,88500.0,23600.0,24,676.0,4,0,0,26.7,12,MORTGAGE,0
31,31400.0,32200.0,60,673.0,3,0,0,102.5,1,RENT,0
56,80100.0,17300.0,36,680.0,1,0,2,21.6,20,MORTGAGE,0
21,8000.0,4100.0,36,758.0,0,0,1,51.2,26,RENT,0
71,84000.0,19300.0,48,758.0,3,0,1,23.0,24,RENT,0
23,63700.0,2500.0,48,627.0,3,0,0,3.9,19,RENT,0
53,60600.0,18800.0,60,629.0,1,0,0,31.0,7,MORTGAGE,0
32,50500.0,1000.0,48,706.0,8,0,0,2.0,5,RENT,0
59,52700.0,1900.0,60,715.0,2,0,0,3.6,21,OWN,0
49,59100.0,3900.0,48,681.0,1,0,1,6.6,1,MORTGAGE,0
33,92800.0,3900.0,48,808.0,3,0,0,4.2,14,OWN,0
48,94900.0,7200.0,48,719.0,5,1,0,7.6,10,RENT,0
55,68300.0,17900.0,60,661.0,1,0,0,26.2,10,OWN,0
57,59700.0,8600.0,36,585.0,3,1,0,14.4,9,MORTGAGE,0
62,61300.0,17300.0,60,731.0,2,0,1,28.2,28,MORTGAGE,0
22,44900.0,27500.0,60,753.0,3,0,0,61.2,7,RENT,0
39,57900.0,5500.0,48,659.0,4,1,0,9.5,14,RENT,0
71,78800.0,11400.0,36,611.0,3,0,0,14.5,5,RENT,0
47,92200.0,1000.0,48,649.0,1,1,1,1.1,7,OTHER,0
42,82700.0,29600.0,36,680.0,3,0,0,35.8,27,MORTGAGE,0
18,32100.0,27900.0,60,718.0,4,0,0,86.9,9,MORTGAGE,0
34,29500.0,20000.0,36,620.0,2,0,0,67.8,0,MORTGAGE,0
72,61200.0,33300.0,24,691.0,2,0,0,54.4,12,MORTGAGE,0
50,71900.0,14100.0,60,562.0,2,0,0,19.6,27,OWN,0
39,24300.0,23000.0,36,698.0,7,0,0,94.7,0,OWN,1
73,51500.0,20800.0,24,715.0,4,0,1,40.4,22,OWN,0
18,75500.0,17500.0,36,747.0,6,0,2,23.2,17,OWN,0
42,62900.0,26500.0,24,825.0,4,0,0,42.1,26,OWN,0
44,87600.0,15400.0,48,638.0,4,0,0,17.6,14,MORTGAGE,0
56,68300.0,14700.0,36,548.0,1,0,0,21.5,10,MORTGAGE,0
28,72000.0,8800.0,60,610.0,2,0,0,12.2,3,OWN,0
73,52000.0,10700.0,36,726.0,2,0,0,20.6,16,RENT,0
58,45100.0,13000.0,60,693.0,4,0,0,28.8,14,RENT,0
50,47800.0,1000.0,48,601.0,2,0,1,2.1,27,RENT,0
58,34900.0,18400.0,36,603.0,5,0,1,52.7,28,MORTGAGE,0
64,35300.0,16200.0,36,677.0,3,0,0,45.9,2,MORTGAGE,0
24,56300.0,21400.0,36,733.0,4,0,1,38.0,4,MORTGAGE,0
18,87200.0,34600.0,48,738.0,3,0,1,39.7,22,RENT,0
27,54800.0,7400.0,48,668.0,1,1,0,13.5,7,OWN,0
43,86000.0,19700.0,36,822.0,4,0,0,22.9,5,MORTGAGE,0
61,39600.0,19200.0,48,655.0,3,0,0,48.5,0,MORTGAGE,1
50,47500.0,9300.0,36,679.0,4,0,0,19.6,6,OWN,0
25,51100.0,19000.0,36,611.0,4,0,0,37.2,21,MORTGAGE,1
35,26100.0,28900.0,36,632.0,2,0,0,110.7,13,MORTGAGE,0
54,93200.0,21300.0,36,735.0,1,0,0,22.9,16,RENT,0
23,63900.0,19500.0,36,816.0,4,0,0,30.5,23,RENT,0
69,66600.0,1000.0,12,743.0,6,1,0,1.5,16,RENT,0
38,74000.0,1000.0,60,737.0,1,0,1,1.4,16,OWN,1
48,30700.0,29600.0,60,614.0,4,0,1,96.4,13,RENT,0
24,81700.0,1000.0,60,718.0,3,0,0,1.2,23,RENT,0
31,66600.0,25100.0,24,742.0,3,0,0,37.7,27,MORTGAGE,0
44,50200.0,5600.0,24,684.0,3,1,0,11.2,26,MORTGAGE,0
61,76300.0,30600.0,48,629.0,5,0,1,40.1,5,OTHER,0
42,58800.0,22600.0,48,581.0,1,0,0,38.4,21,OWN,0
52,23900.0,13700.0,24,667.0,3,1,0,57.3,6,MORTGAGE,1
27,73800.0,18700.0,36,761.0,4,1,1,25.3,7,MORTGAGE,0
48,82400.0,5600.0,36,603.0,2,0,0,6.8,21,OTHER,0
58,36100.0,22900.0,12,686.0,4,0,2,63.4,23,MORTGAGE,0
67,54000.0,1000.0,60,634.0,3,0,0,1.9,11,OWN,1
71,54200.0,15900.0,36,738.0,1,0,0,29.3,8,RENT,0
58,63400.0,13400.0,48,662.0,4,0,1,21.1,23,RENT,0
67,76600.0,9800.0,36,668.0,6,0,0,12.8,5,OTHER,0
57,42800.0,13300.0,48,790.0,2,0,0,31.1,2,RENT,0
22,77600.0,18000.0,60,781.0,4,1,0,23.2,24,RENT,0
39,71000.0,17000.0,12,846.0,3,0,0,23.9,9,RENT,0
22,32800.0,1000.0,24,805.0,3,0,2,3.0,16,RENT,0
27,80400.0,3900.0,36,735.0,3,1,0,4.9,12,RENT,0
40,44200.0,16400.0,36,755.0,2,1,0,37.1,16,OWN,0
22,63900.0,8100.0,48,675.0,1,1,1,12.7,0,RENT,0
52,103800.0,23000.0,36,693.0,3,0,0,22.2,14,MORTGAGE,0
62,84600.0,1000.0,12,706.0,2,0,1,1.2,1,OWN,1
55,64200.0,9200.0,60,838.0,1,0,1,14.3,25,OWN,0
39,107100.0,7700.0,60,636.0,3,0,1,7.2,15,MORTGAGE,0
36,69500.0,9100.0,60,624.0,3,0,0,13.1,3,RENT,0
45,29800.0,15400.0,48,468.0,5,1,0,51.7,18,OWN,0
60,48700.0,6400.0,48,815.0,4,0,0,13.1,1,MORTGAGE,0
41,41000.0,9300.0,60,829.0,2,0,2,22.7,12,RENT,0
26,108400.0,18500.0,36,736.0,2,0,0,17.1,21,MORTGAGE,0
46,49200.0,33100.0,60,704.0,2,0,0,67.3,18,RENT,0
28,68900.0,9800.0,48,732.0,2,0,0,14.2,5,OWN,0
56,32300.0,20800.0,48,606.0,3,0,0,64.4,18,MORTGAGE,0
18,64700.0,1000.0,36,592.0,1,0,0,1.5,13,OWN,0
35,78100.0,18100.0,60,701.0,2,0,0,23.2,14,MORTGAGE,0
51,74000.0,26000.0,36,533.0,3,0,0,35.1,17,MORTGAGE,0
21,29400.0,12800.0,48,660.0,3,0,1,43.5,27,MORTGAGE,0
74,58500.0,12100.0,36,760.0,4,0,1,20.7,9,MORTGAGE,0
44,48000.0,10900.0,36,736.0,3,0,0,22.7,21,MORTGAGE,0
42,83000.0,27200.0,36,747.0,4,0,0,32.8,22,MORTGAGE,0
60,65400.0,16700.0,48,595.0,3,0,1,25.5,25,OTHER,0
34,83100.0,30700.0,60,653.0,1,0,0,36.9,20,RENT,0
66,70200.0,6200.0,36,766.0,4,0,0,8.8,5,RENT,1
35,129000.0,14800.0,48,571.0,2,0,0,11.5,0,RENT,0
41,82200.0,17600.0,24,721.0,7,0,1,21.4,16,MORTGAGE,0
35,27000.0,16300.0,60,581.0,4,0,0,60.4,23,MORTGAGE,0
52,49600.0,16100.0,12,660.0,1,1,0,32.5,8,MORTGAGE,0
39,117900.0,13600.0,60,839.0,2,0,1,11.5,25,MORTGAGE,0
72,48700.0,20400.0,60,629.0,3,0,0,41.9,2,MORTGAGE,0
66,66100.0,12400.0,60,667.0,1,0,2,18.8,5,MORTGAGE,0
47,8000.0,26100.0,36,731.0,3,0,0,326.2,22,MORTGAGE,1
38,129600.0,5100.0,48,634.0,3,0,0,3.9,10,MORTGAGE,0
45,107600.0,17900.0,48,751.0,1,0,0,16.6,9,RENT,0
39,37700.0,8700.0,48,650.0,5,0,0,23.1,9,MORTGAGE,0
64,18900.0,20100.0,24,795.0,3,0,1,106.3,25,OWN,1
47,111200.0,18000.0,36,666.0,5,0,0,16.2,12,MORTGAGE,0
46,83500.0,21300.0,36,759.0,5,0,0,25.5,2,RENT,0
26,63700.0,21300.0,48,657.0,5,0,0,33.4,24,MORTGAGE,0
19,20000.0,15000.0,36,671.0,1,1,0,75.0,9,MORTGAGE,0
71,64000.0,25500.0,60,621.0,4,0,0,39.8,20,MORTGAGE,0
29,63100.0,24100.0,24,603.0,3,0,0,38.2,22,OWN,0
26,74100.0,12000.0,36,650.0,1,0,0,16.2,24,RENT,0
54,105000.0,27200.0,36,604.0,3,1,0,25.9,6,RENT,0
25,96000.0,19100.0,24,801.0,2,1,0,19.9,28,RENT,0
50,67400.0,1000.0,48,594.0,3,0,0,1.5,16,OWN,0
22,80200.0,18800.0,36,661.0,3,0,0,23.4,14,RENT,0
68,81300.0,28700.0,36,641.0,3,0,0,35.3,10,MORTGAGE,0
68,55200.0,1000.0,36,682.0,4,0,1,1.8,11,MORTGAGE,0
72,32500.0,17900.0,60,529.0,4,0,0,55.1,7,MORTGAGE,0
64,95000.0,23500.0,48,738.0,2,0,0,24.7,11,RENT,0
37,72300.0,25000.0,36,654.0,2,0,0,34.6,4,RENT,0
18,60700.0,9100.0,48,616.0,2,0,0,15.0,13,MORTGAGE,0
47,72600.0,13000.0,36,732.0,5,0,0,17.9,17,OWN,0
39,55500.0,26000.0,36,810.0,2,0,2,46.8,0,OWN,0
66,39200.0,20400.0,36,662.0,2,1,1,52.0,26,RENT,0
48,63200.0,21100.0,24,664.0,3,0,0,33.4,8,RENT,0
49,95200.0,18600.0,48,842.0,2,0,0,19.5,14,OWN,0
29,49900.0,26200.0,36,649.0,5,0,0,52.5,25,MORTGAGE,0
71,67700.0,3100.0,36,773.0,2,0,0,4.6,15,OWN,0
43,43000.0,14600.0,36,679.0,2,1,0,34.0,17,RENT,0
35,85000.0,15500.0,36,698.0,4,1,1,18.2,18,OWN,0
30,29400.0,6900.0,60,651.0,4,0,0,23.5,9,RENT,0
25,54900.0,1000.0,36,606.0,1,0,0,1.8,9,OWN,0
33,123600.0,20700.0,36,631.0,5,0,0,16.7,21,MORTGAGE,0
21,46200.0,17600.0,60,715.0,3,0,0,38.1,20,MORTGAGE,0
62,80100.0,1700.0,60,761.0,5,0,0,2.1,13,RENT,0
60,29400.0,7200.0,48,662.0,6,0,1,24.5,25,OWN,0
55,43900.0,2500.0,48,714.0,3,0,1,5.7,9,RENT,0
19,94700.0,2800.0,48,596.0,3,1,1,3.0,7,RENT,0
56,89600.0,2300.0,60,720.0,2,0,1,2.6,23,MORTGAGE,0
64,35400.0,16000.0,24,621.0,2,0,1,45.2,19,MORTGAGE,0
69,99300.0,13500.0,48,648.0,7,0,0,13.6,8,OTHER,0
35,70000.0,20100.0,12,581.0,2,0,0,28.7,26,RENT,0
35,44000.0,16700.0,36,758.0,1,0,0,38.0,28,RENT,0
57,73300.0,21800.0,36,850.0,4,1,1,29.7,19,RENT,0
25,52900.0,17900.0,24,662.0,5,0,0,33.8,15,RENT,0
50,27900.0,1000.0,36,627.0,5,1,0,3.6,7,MORTGAGE,0
52,67700.0,13600.0,60,707.0,3,0,0,20.1,26,MORTGAGE,0
64,77200.0,22200.0,36,589.0,4,0,1,28.8,0,MORTGAGE,0
39,29800.0,16100.0,48,674.0,1,1,1,54.0,7,MORTGAGE,0
71,93100.0,6300.0,24,749.0,6,0,1,6.8,11,RENT,0
23,66100.0,1100.0,60,706.0,4,0,0,1.7,15,OTHER,0
33,35800.0,19200.0,36,525.0,1,0,0,53.6,25,MORTGAGE,0
23,106800.0,1000.0,48,622.0,1,0,0,0.9,13,MORTGAGE,0
74,48500.0,26000.0,36,738.0,5,0,0,53.6,12,MORTGAGE,0
60,115200.0,22500.0,48,695.0,1,0,0,19.5,18,MORTGAGE,0
48,36600.0,10000.0,24,628.0,6,0,0,27.3,0,RENT,0
34,62400.0,10100.0,36,739.0,0,0,0,16.2,28,RENT,0
32,61800.0,17100.0,48,728.0,2,0,0,27.7,4,MORTGAGE,1
72,82900.0,15600.0,48,812.0,1,0,0,18.8,24,RENT,0
29,63300.0,2300.0,60,850.0,3,0,0,3.6,7,MORTGAGE,0
55,55200.0,20900.0,36,755.0,2,0,0,37.9,23,MORTGAGE,0
30,51500.0,35300.0,60,632.0,3,0,0,68.5,13,MORTGAGE,0
27,91700.0,21600.0,36,704.0,6,0,1,23.6,13,MORTGAGE,0
72,35500.0,19300.0,48,651.0,5,0,0,54.4,20,OWN,0
35,12100.0,18100.0,24,633.0,2,0,0,149.6,4,MORTGAGE,0
32,46400.0,5900.0,12,697.0,1,0,0,12.7,18,MORTGAGE,0
38,92100.0,21800.0,36,743.0,3,0,0,23.7,9,OTHER,0
23,65400.0,18700.0,36,637.0,3,0,0,28.6,20,RENT,0
62,70100.0,20600.0,48,630.0,3,0,0,29.4,11,RENT,0
19,26700.0,26600.0,48,606.0,2,0,0,99.6,2,MORTGAGE,0
23,75100.0,17000.0,48,773.0,3,0,0,22.6,7,MORTGAGE,0
64,54200.0,13000.0,36,702.0,3,0,0,24.0,27,MORTGAGE,0
22,52500.0,12700.0,36,699.0,3,0,1,24.2,11,MORTGAGE,0
45,44500.0,13800.0,36,632.0,1,0,0,31.0,11,OWN,0
66,63900.0,7100.0,36,681.0,5,0,0,11.1,21,MORTGAGE,0
39,62000.0,11500.0,48,714.0,4,0,0,18.5,18,MORTGAGE,0
30,48500.0,20200.0,36,651.0,2,0,0,41.6,29,OWN,0
45,95800.0,1800.0,48,544.0,1,0,0,1.9,4,MORTGAGE,0
41,79500.0,14000.0,36,665.0,3,0,0,17.6,4,MORTGAGE,0
42,32100.0,19800.0,36,786.0,2,0,1,61.7,25,OWN,0
48,81500.0,20400.0,24,771.0,4,0,0,25.0,7,RENT,0
39,41300.0,16600.0,24,769.0,3,0,0,40.2,26,RENT,0
26,56600.0,29300.0,36,769.0,2,0,1,51.8,10,MORTGAGE,0
47,8000.0,1000.0,60,634.0,3,0,0,12.5,24,MORTGAGE,0
52,21800.0,16800.0,60,735.0,4,0,0,77.1,25,MORTGAGE,0
41,69800.0,2500.0,36,640.0,2,0,1,3.6,3,MORTGAGE,0
34,66700.0,6700.0,36,657.0,4,0,0,10.0,18,MORTGAGE,0
38,108800.0,1000.0,36,647.0,3,0,0,0.9,14,MORTGAGE,1
43,60800.0,24100.0,60,648.0,5,0,0,39.6,20,OWN,0
38,72100.0,30600.0,36,669.0,4,0,0,42.4,2,OWN,1
61,68400.0,25500.0,48,720.0,6,0,1,37.3,22,MORTGAGE,0
60,47900.0,9700.0,60,638.0,2,0,0,20.3,6,RENT,0
68,51800.0,22800.0,36,614.0,8,0,1,44.0,11,MORTGAGE,0
45,54100.0,30700.0,24,671.0,2,0,0,56.7,24,MORTGAGE,0
68,73500.0,12100.0,48,702.0,2,0,0,16.5,15,OTHER,0
22,79500.0,30200.0,36,596.0,1,0,0,38.0,10,OTHER,0
28,98000.0,11900.0,36,850.0,4,0,0,12.1,10,OWN,0
59,23600.0,9900.0,36,617.0,5,0,0,41.9,18,MORTGAGE,1
53,52000.0,11000.0,12,694.0,3,0,1,21.2,26,MORTGAGE,1
33,51200.0,5700.0,60,633.0,6,0,0,11.1,29,MORTGAGE,0
41,83500.0,14400.0,60,521.0,5,0,0,17.2,15,OWN,1
74,24600.0,15300.0,36,766.0,2,0,0,62.2,17,RENT,0
57,76600.0,10300.0,48,685.0,1,0,0,13.4,23,RENT,1
62,41800.0,25600.0,48,623.0,6,0,0,61.2,21,MORTGAGE,0
28,68700.0,16500.0,36,652.0,1,0,0,24.0,9,MORTGAGE,0
51,37700.0,17000.0,48,609.0,3,0,0,45.1,4,RENT,0
69,56300.0,14200.0,60,762.0,2,1,1,25.2,0,MORTGAGE,0
50,51600.0,35800.0,60,696.0,1,0,0,69.4,25,MORTGAGE,1
56,66400.0,36800.0,48,823.0,0,0,0,55.4,4,OWN,1
62,17100.0,34400.0,24,747.0,4,0,2,201.2,20,MORTGAGE,0
38,85000.0,5400.0,36,640.0,4,0,0,6.4,3,RENT,0
59,28700.0,25200.0,36,651.0,2,1,1,87.8,24,OWN,0
54,74800.0,22000.0,36,669.0,1,0,0,29.4,17,MORTGAGE,0
20,56200.0,9000.0,60,758.0,3,0,0,16.0,13,MORTGAGE,0
47,86800.0,2200.0,60,700.0,3,0,1,2.5,2,MORTGAGE,0
74,29900.0,7500.0,36,647.0,7,0,0,25.1,3,RENT,1
57,81500.0,11800.0,36,622.0,3,1,0,14.5,20,MORTGAGE,0
55,76400.0,28300.0,24,796.0,4,0,2,37.0,11,MORTGAGE,0
62,94300.0,15200.0,48,688.0,3,0,1,16.1,5,MORTGAGE,0
18,51600.0,5700.0,24,684.0,0,0,1,11.0,26,MORTGAGE,0
52,84000.0,18000.0,48,645.0,2,0,2,21.4,10,OTHER,0
25,95900.0,19300.0,48,610.0,3,0,0,20.1,17,RENT,0
45,77000.0,8600.0,60,586.0,1,0,0,11.2,24,OTHER,0
50,18300.0,1000.0,48,660.0,5,0,0,5.5,27,MORTGAGE,1
60,75700.0,20500.0,24,707.0,1,0,0,27.1,26,MORTGAGE,0
42,55600.0,17800.0,48,777.0,4,0,0,32.0,1,OWN,0
52,23600.0,14000.0,36,597.0,4,0,0,59.3,6,RENT,0
71,33800.0,22800.0,48,547.0,3,0,0,67.5,29,RENT,0
46,48800.0,16600.0,24,771.0,5,0,1,34.0,13,RENT,0
53,45800.0,9000.0,36,724.0,5,0,1,19.7,20,RENT,0
43,57200.0,1000.0,48,672.0,3,0,0,1.7,27,MORTGAGE,0
27,51500.0,15100.0,48,618.0,5,1,0,29.3,6,MORTGAGE,0
35,81500.0,30100.0,36,662.0,2,0,0,36.9,1,MORTGAGE,0
33,64500.0,2200.0,60,632.0,6,0,0,3.4,24,MORTGAGE,0
33,77600.0,8700.0,48,738.0,1,0,0,11.2,10,RENT,0
23,50200.0,1000.0,60,685.0,7,0,1,2.0,24,OWN,0
43,44500.0,32800.0,60,587.0,1,0,0,73.7,10,MORTGAGE,0
36,42800.0,1000.0,60,709.0,5,0,0,2.3,2,OWN,0
52,104200.0,9200.0,36,768.0,4,1,0,8.8,5,MORTGAGE,0
54,24900.0,8700.0,36,584.0,7,1,1,34.9,15,RENT,0
62,40900.0,39100.0,36,725.0,1,0,0,95.6,1,MORTGAGE,0
38,30300.0,12000.0,36,645.0,3,0,0,39.6,2,MORTGAGE,0
51,31700.0,15000.0,60,679.0,2,0,0,47.3,2,RENT,0
73,72000.0,20600.0,60,735.0,4,1,0,28.6,3,OWN,0
72,78800.0,19400.0,24,682.0,4,0,2,24.6,22,OWN,0
70,90400.0,9400.0,36,603.0,1,1,0,10.4,23,MORTGAGE,0
47,93400.0,16400.0,36,588.0,5,0,0,17.6,11,MORTGAGE,0
51,81500.0,13800.0,36,758.0,0,1,0,16.9,7,RENT,0
37,78800.0,22400.0,36,757.0,4,0,0,28.4,17,MORTGAGE,0
54,56300.0,8800.0,36,719.0,3,0,0,15.6,17,RENT,0
50,35300.0,6000.0,48,794.0,1,1,0,17.0,24,OWN,0
36,18200.0,16200.0,60,619.0,2,0,0,89.0,5,MORTGAGE,1
24,35600.0,6000.0,60,628.0,2,0,0,16.9,18,RENT,0
